Year,State_Abbr,State,Indicator,Percent,Low CI,High CI,Sample Size
2008,ND,North Dakota,Percent of breastfed infants who were supplemented with infant formula before 3 months,25.4,19.6,32.2,205
2004,IN,Indiana,Percent of infants who were exclusively breastfed through 6 months,9.9,7.5,13,838
2013,NH,New Hampshire,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,6.6,3.7,11.5,194
2013,NY,New York,Percent of infants who were breastfed at 12 months,33.6,29.7,37.7,700
2014,VT,Vermont,Percent of breastfed infants who were supplemented with infant formula before 3 months,14.8,10.4,20.7,215
2005,AR,Arkansas,Percent of breastfed infants who were supplemented with infant formula before 3 months,41.7,33.6,50.1,217
2009,WI,Wisconsin,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,25,18.4,33.1,311
2012,KS,Kansas,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,17.6,11.5,26.1,188
2003,VA,Virginia,Percent of infants who were breastfed at 6 months,38.9,33.5,44.7,428
2012,NC,North Carolina,Percent of infants who were exclusively breastfed through 6 months,23.1,17,30.5,283
2010,DC,District of Columbia,Percent of breastfed infants who were supplemented with infant formula before 6 months,54,44.9,63,180
2009,TN,Tennessee,Percent of infants who were breastfed at 6 months,34,28.1,40.5,378
2009,RI,Rhode Island,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,21.3,15.6,28.3,326
2011,OR,Oregon,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,13.5,8.9,20,237
2014,WA,Washington,Percent of infants who were exclusively breastfed through 3 months,60.9,54.2,67.3,330
2014,TX,Texas,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,17.8,14.9,21.2,1359
2015,NM,New Mexico,Percent of infants who were ever breastfed,87.7,82.3,91.6,282
2007,WY,Wyoming,Percent of infants who were breastfed at 12 months,30.6,25.6,36.2,336
2005,NH,New Hampshire,Percent of infants who were ever breastfed,78.3,72.2,83.4,304
2012,KY,Kentucky,Percent of infants who were exclusively breastfed through 6 months,16.8,11.3,24.3,232
2015,KS,Kansas,Percent of breastfed infants who were supplemented with infant formula before 6 months,27.9,19.7,38.1,129
2001,KS,Kansas,Percent of infants who were breastfed at 12 months,16,12.1,20.7,322
2006,PA,Pennsylvania,Percent of infants who were exclusively breastfed through 3 months,29,24.8,33.6,817
2011,SD,South Dakota,Percent of infants who were exclusively breastfed through 6 months,15.9,11.1,22.4,191
2005,OK,Oklahoma,Percent of breastfed infants who were supplemented with infant formula before 3 months,28.5,22,36.1,182
2006,TX,Texas,Percent of infants who were ever breastfed,77.8,73.8,81.3,1847
2005,ID,Idaho,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,15.6,11.1,21.3,246
2014,MS,Mississippi,Percent of infants who were exclusively breastfed through 6 months,11.1,8,15.2,293
2013,NY,New York,Percent of breastfed infants who were supplemented with infant formula before 3 months,38.4,33.5,43.5,510
2007,CO,Colorado,Percent of infants who were exclusively breastfed through 3 months,45.3,38.7,52,493
2014,GU,Guam,Percent of infants who were exclusively breastfed through 6 months,23.5,18.4,29.5,253
2008,AK,Alaska,Percent of breastfed infants who were supplemented with infant formula before 3 months,33.1,26.8,40,266
2002,VA,Virginia,Percent of infants who were breastfed at 12 months,21.2,16.8,26.5,414
2004,NV,Nevada,Percent of infants who were breastfed at 6 months,46.4,41,51.8,410
2013,MA,Massachusetts,Percent of infants who were breastfed at 12 months,38.7,32.5,45.3,343
2005,VA,Virginia,Percent of breastfed infants who were supplemented with infant formula before 6 months,47.8,39.2,56.5,214
2015,CT,Connecticut,Percent of infants who were exclusively breastfed through 3 months,45.5,39,52,308
2007,CO,Colorado,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,17.5,12.8,23.6,449
2004,AK,Alaska,Percent of infants who were breastfed at 6 months,59,52.8,64.8,348
2010,TX,Texas,Percent of infants who were breastfed at 12 months,20.3,17,24,1612
2013,SC,South Carolina,Percent of infants who were exclusively breastfed through 3 months,40.8,33.8,48.1,272
2005,MD,Maryland,Percent of infants who were breastfed at 12 months,24.1,19.9,28.8,582
2016,NH,New Hampshire,Percent of breastfed infants who were supplemented with infant formula before 6 months,25.9,19.1,34.1,172
2003,RI,Rhode Island,Percent of infants who were breastfed at 6 months,35.1,30.2,40.3,412
2012,OH,Ohio,Percent of infants who were ever breastfed,71.9,64.1,78.6,253
2005,MN,Minnesota,Percent of breastfed infants who were supplemented with infant formula before 3 months,28.2,21.9,35.6,241
2010,WY,Wyoming,Percent of infants who were exclusively breastfed through 3 months,45.5,38,53.2,229
2009,HI,Hawaii,Percent of infants who were ever breastfed,84.9,76.4,90.7,354
2010,MI,Michigan,Percent of breastfed infants who were supplemented with infant formula before 6 months,44.3,33.7,55.4,135
2015,IN,Indiana,Percent of infants who were breastfed at 6 months,53.5,46.7,60.2,289
2012,WV,West Virginia,Percent of infants who were exclusively breastfed through 6 months,11.5,7.3,17.7,246
2016,ME,Maine,Percent of infants who were exclusively breastfed through 3 months,61.5,54.3,68.3,245
2016,GU,Guam,Percent of infants who were exclusively breastfed through 3 months,46.8,39.2,54.6,226
2005,WA,Washington,Percent of breastfed infants who were supplemented with infant formula before 3 months,32.8,27.5,38.5,463
2004,ME,Maine,Percent of breastfed infants who were supplemented with infant formula before 6 months,33.3,25.7,41.8,144
2009,AK,Alaska,Percent of breastfed infants who were supplemented with infant formula before 3 months,23.2,17.5,30.2,283
2015,RI,Rhode Island,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,18.3,13.4,24.6,230
2007,DC,District of Columbia,Percent of infants who were ever breastfed,66.1,59.7,72,516
2012,NV,Nevada,Percent of infants who were breastfed at 6 months,46.8,40,53.6,313
2015,VI,Virgin Islands,Percent of infants who were breastfed at 12 months,33.1,24.2,43.4,132
2010,MT,Montana,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,13.3,8.4,20.6,241
2006,CT,Connecticut,Percent of infants who were breastfed at 6 months,40.5,34.5,46.9,326
2014,HI,Hawaii,Percent of infants who were exclusively breastfed through 6 months,30.2,24.5,36.5,266
2011,CT,Connecticut,Percent of breastfed infants who were supplemented with infant formula before 6 months,42.8,33.5,52.7,144
2008,GA,Georgia,Percent of infants who were breastfed at 6 months,35.4,30.1,41.2,440
2008,NM,New Mexico,Percent of breastfed infants who were supplemented with infant formula before 3 months,27.9,22.5,34.2,329
2006,CO,Colorado,Percent of infants who were exclusively breastfed through 6 months,23.5,17.9,30.1,416
2000,NH,New Hampshire,Percent of infants who were breastfed at 12 months,16.6,9.8,26.9,145
2014,WY,Wyoming,Percent of infants who were ever breastfed,88.3,83.3,92,286
2016,RI,Rhode Island,Percent of breastfed infants who were supplemented with infant formula before 3 months,31.4,24.3,39.5,165
2009,TX,Texas,Percent of infants who were exclusively breastfed through 3 months,32.8,29.4,36.5,2234
2002,CO,Colorado,Percent of infants who were breastfed at 6 months,46.4,40.6,52.3,392
2006,OK,Oklahoma,Percent of infants who were breastfed at 12 months,13.8,10.6,17.8,357
2002,AL,Alabama,Percent of infants who were breastfed at 12 months,9.5,6.8,13,639
2004,WY,Wyoming,Percent of infants who were ever breastfed,79.9,74.6,84.2,388
2007,MS,Mississippi,Percent of infants who were exclusively breastfed through 3 months,15,12.1,18.4,517
2012,WA,Washington,Percent of infants who were exclusively breastfed through 3 months,53.1,43.9,62.2,213
2013,SD,South Dakota,Percent of breastfed infants who were supplemented with infant formula before 6 months,26.4,18.9,35.6,141
2007,SD,South Dakota,Percent of infants who were exclusively breastfed through 6 months,16.7,12.7,21.7,363
2015,CA,California,Percent of infants who were breastfed at 6 months,66.7,58.6,73.9,374
2011,MS,Mississippi,Percent of infants who were exclusively breastfed through 3 months,28.8,22.1,36.6,210
2007,FL,Florida,Percent of infants who were exclusively breastfed through 6 months,10.1,7.4,13.7,505
2001,NH,New Hampshire,Percent of infants who were breastfed at 12 months,23.5,19.1,28.4,344
2001,NC,North Carolina,Percent of infants who were breastfed at 12 months,16.1,9.5,25.8,367
2009,WY,Wyoming,Percent of infants who were ever breastfed,83.7,77,88.7,379
2005,AL,Alabama,Percent of breastfed infants who were supplemented with infant formula before 6 months,52.6,42.7,62.3,130
2010,MN,Minnesota,Percent of infants who were ever breastfed,82.8,76.5,87.7,272
2005,NV,Nevada,Percent of infants who were ever breastfed,79,73.5,83.6,348
2008,DE,Delaware,Percent of infants who were ever breastfed,73.8,68.7,78.3,484
2006,VT,Vermont,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,13.1,9.2,18.4,294
2014,ME,Maine,Percent of breastfed infants who were supplemented with infant formula before 3 months,22.7,17,29.7,213
2010,MI,Michigan,Percent of infants who were breastfed at 12 months,19.6,14.4,26,277
2008,SD,South Dakota,Percent of infants who were ever breastfed,70.4,64.4,75.9,363
2001,AK,Alaska,Percent of infants who were ever breastfed,84.6,78.7,89.2,383
2010,TN,Tennessee,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,18,12.1,25.9,194
2000,SD,South Dakota,Percent of infants who were breastfed at 12 months,26.1,13.2,45.1,120
2015,WA,Washington,Percent of infants who were breastfed at 12 months,48.2,41.2,55.3,312
2015,VA,Virginia,Percent of breastfed infants who were supplemented with infant formula before 6 months,40.5,31,50.8,295
2012,IL,Illinois,Percent of infants who were exclusively breastfed through 6 months,15.4,12,19.5,544
2014,CA,California,Percent of infants who were exclusively breastfed through 6 months,33.1,25.6,41.5,389
2005,IA,Iowa,Percent of infants who were breastfed at 12 months,22.8,17.8,28.8,279
2016,PR,Puerto Rico,Percent of infants who were breastfed at 6 months,,,,
2000,CA,California,Percent of infants who were breastfed at 12 months,19,13.9,25.5,652
2014,GA,Georgia,Percent of infants who were breastfed at 12 months,27.9,22.6,34,343
2004,IA,Iowa,Percent of infants who were ever breastfed,72.2,66.2,77.5,337
2008,NH,New Hampshire,Percent of infants who were exclusively breastfed through 6 months,16.6,12.7,21.3,330
2001,AZ,Arizona,Percent of infants who were breastfed at 12 months,21.6,18.3,25.3,828
2006,AL,Alabama,Percent of breastfed infants who were supplemented with infant formula before 3 months,30.8,24.1,38.3,212
2015,RI,Rhode Island,Percent of infants who were exclusively breastfed through 6 months,28.9,23.5,35,266
2011,NH,New Hampshire,Percent of infants who were ever breastfed,86.4,79.9,91.1,230
2007,SD,South Dakota,Percent of breastfed infants who were supplemented with infant formula before 6 months,37.8,30.5,45.6,193
2010,WY,Wyoming,Percent of infants who were breastfed at 6 months,47.6,40.2,55.2,232
2005,ME,Maine,Percent of breastfed infants who were supplemented with infant formula before 6 months,37.9,30,46.5,148
2015,NC,North Carolina,Percent of infants who were exclusively breastfed through 3 months,48.1,41.1,55.3,307
2006,NE,Nebraska,Percent of infants who were exclusively breastfed through 3 months,35.6,30.2,41.3,363
2006,OR,Oregon,Percent of breastfed infants who were supplemented with infant formula before 3 months,25.6,19.5,32.7,253
2016,NV,Nevada,Percent of infants who were exclusively breastfed through 3 months,48.6,41.9,55.2,290
2011,FL,Florida,Percent of breastfed infants who were supplemented with infant formula before 6 months,41.6,31.4,52.6,135
2010,LA,Louisiana,Percent of infants who were exclusively breastfed through 3 months,25.8,20.5,32,320
2013,MI,Michigan,Percent of infants who were ever breastfed,80.8,73.2,86.6,253
2005,OK,Oklahoma,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,20.4,14.4,28.2,259
2005,OR,Oregon,Percent of breastfed infants who were supplemented with infant formula before 6 months,32.8,25.7,40.7,185
2015,CT,Connecticut,Percent of breastfed infants who were supplemented with infant formula before 6 months,37.2,29.8,45.4,199
2015,AK,Alaska,Percent of breastfed infants who were supplemented with infant formula before 6 months,17.6,12.2,24.7,198
2009,WI,Wisconsin,Percent of infants who were breastfed at 12 months,17,13,21.9,376
2011,ID,Idaho,Percent of infants who were breastfed at 6 months,56.8,48.9,64.3,216
2008,TX,Texas,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,29.6,25.7,33.8,1642
2013,MD,Maryland,Percent of infants who were exclusively breastfed through 6 months,23.2,17.9,29.4,364
2011,ND,North Dakota,Percent of infants who were exclusively breastfed through 3 months,53.9,47.1,60.6,283
2015,IA,Iowa,Percent of infants who were exclusively breastfed through 6 months,29.5,23.3,36.7,229
2014,KS,Kansas,Percent of breastfed infants who were supplemented with infant formula before 6 months,29.4,21.4,38.9,124
2004,NV,Nevada,Percent of infants who were exclusively breastfed through 6 months,13.3,9.7,18,321
2006,ND,North Dakota,Percent of infants who were exclusively breastfed through 6 months,11.3,8.2,15.5,316
2011,SC,South Carolina,Percent of infants who were exclusively breastfed through 6 months,13.4,9.3,18.9,237
2014,UT,Utah,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,13.7,9.2,20,234
2012,NM,New Mexico,Percent of infants who were exclusively breastfed through 3 months,45.8,37.7,54.2,253
2006,IN,Indiana,Percent of infants who were breastfed at 12 months,20.8,16.7,25.7,677
2004,UT,Utah,Percent of infants who were breastfed at 12 months,29.5,24,35.6,328
2012,WV,West Virginia,Percent of infants who were exclusively breastfed through 3 months,27.8,21.6,35,246
2004,KY,Kentucky,Percent of breastfed infants who were supplemented with infant formula before 3 months,34.8,27.4,43,196
2015,OR,Oregon,Percent of breastfed infants who were supplemented with infant formula before 3 months,23.1,15.7,32.7,203
